"Plug","Species","Reef","Colony","Temperature","Tank","Position","Dry_weight_plug","Wet_weight_plug","Initial_weight","Initial_day","Initial_notes","Final_weight","Final_day","Final_notes","Max_span","Time","Growth"
194,"Acropora hyacinthus","Kelso",10,19,"19°C/1",3,18.4007,9.44954151860177,49.8229557126579,0,NA,50.1195074367958,14,"Sampled because it was covered in algae and was starting to lose tissue","Y",14,0.216440371818834
212,"Pocillopora verrucosa","Kelso",12,19,"19°C/1",4,18.0853,9.33367922614011,25.7619484587838,0,NA,25.9524681618107,28,"","N",28,0.264121136605317
189,"Stylophora pistillata","Kelso",3,19,"19°C/1",5,19.456,9.83720631642924,27.7203481681635,0,NA,28.652327863595,28,"","N",28,1.20074210181747
224,"Pocillopora verrucosa","Kelso",9,19,"19°C/1",6,18.7814,9.58939178727695,13.2103317140891,0,NA,13.4167280590349,28,"","N",28,0.557994923466981
351,"Acropora hyacinthus","Kelso",5,19,"19°C/1",7,19.2282,9.75352391242555,42.6860312374369,0,NA,42.8837323868622,21,"Sampled due to algal growth","Y",21,0.16841885970577
286,"Pocillopora verrucosa","Kelso",10,19,"19°C/1",8,17.7916,9.22578843572797,21.8846991140355,0,NA,22.0117122493868,14,"Sampled due to tissue sloughing","Y",14,0.211045143606982
366,"Stylophora pistillata","Kelso",4,19,"19°C/1",9,19.5906,9.88665167015574,14.5370969447508,0,NA,15.4416654726695,28,"","N",28,2.22231570560639
105,"Acropora tenuis","Kelso",6,19,"19°C/1",10,19.3521,9.79903861767602,10.6978642504445,0,NA,10.7481601084327,10,"Sampled because it was dead/dying","Y",10,0.170963123821919
30,"Stylophora pistillata","Kelso",8,19,"19°C/1",11,19.4847,9.8477492707528,43.6721593593578,0,NA,44.9056618974289,28,"","N",28,1.00873560456376
595,"Acropora tenuis","Kelso",2,19,"19°C/1",14,18.1118,9.34341400974897,7.80689958917826,0,NA,7.97455244913881,14,"Sampled because it was bleached and covered in algae. ","Y",14,0.780907652940732
22,"Acropora hyacinthus","Kelso",14,19,"19°C/1",17,19.5076,9.85616159319215,42.2281668382457,0,NA,42.5741438497399,28,"","N",28,0.292608530377633
201,"Acropora tenuis","Kelso",7,19,"19°C/1",18,20.5884,10.2531938243036,10.7411937856843,0,NA,10.7747243576764,8,"Sampled on 18/05/21 because it was dead/dying","Y",8,0.113515643727689
320,"Acropora hyacinthus","Kelso",6,19,"19°C/2",1,19.4751,9.84422270763412,36.7021176519233,0,NA,37.2457958128429,21,"Sampled due to algal growth","Y",21,0.538664148211417
5,"Pocillopora verrucosa","Kelso",11,19,"19°C/2",2,18.6382,9.53678722075663,18.5013886500837,0,NA,18.6601550692727,28,"","N",28,0.306475874000165
12,"Acropora tenuis","Kelso",5,19,"19°C/2",3,20.039,10.0513715558241,6.67028437386489,0,NA,6.68704965986094,15,"Sampled on 25/05/21 because it had started to die","Y",15,0.0913974171598414
622,"Stylophora pistillata","Kelso",1,19,"19°C/2",4,18.8079,9.59912657088581,30.2095007701607,0,NA,31.1688916331049,28,"","N",28,1.13421137447948
168,"Stylophora pistillata","Kelso",7,19,"19°C/2",5,20.2964,10.1459275294437,57.711670731474,0,NA,59.5756301223369,28,"","N",28,1.15349248083369
91,"Pocillopora verrucosa","Kelso",13,19,"19°C/2",7,19.4305,9.82783888314524,19.7857269587985,0,NA,19.8016036007174,14,"Sampled because it was dead/dying","Y",14,0.0291792378726876
178,"Acropora hyacinthus","Kelso",2,19,"19°C/2",8,18.6854,9.55412615609014,34.4784569296694,0,NA,34.7750086538073,18,"Sampled due to pale tissue and algal growth","Y",18,0.312766290021564
70,"Acropora tenuis","Kelso",13,19,"19°C/2",10,19.3476,9.79738554121414,10.1641465285365,0,NA,10.2479729585167,29,"Sampled due to bleaching and algal loss","Y",29,0.284388516333231
274,"Acropora hyacinthus","Kelso",1,19,"19°C/2",11,19.0176,9.67615993400949,35.9511635445508,0,NA,36.3465658434014,18,"Sampled due to pale tissue and algal growth","Y",18,0.39993880573381
337,"Acropora tenuis","Kelso",4,19,"19°C/2",14,18.8288,9.60680419267543,8.15328685646131,0,NA,8.23711328644158,14,"Sampled because it was dead/dying","Y",14,0.373865641075641
291,"Stylophora pistillata","Kelso",13,19,"19°C/2",15,18.5872,9.51805235418863,18.6175214656758,0,NA,19.0835113133916,28,"","N",28,0.893915690762562
57,"Pocillopora verrucosa","Kelso",6,19,"19°C/2",16,19.6535,9.9097580055896,23.5136908877561,0,NA,23.6407040231073,22,"Sampled because it was starting to lose tissue","Y",22,0.196424265733734
123,"Acropora hyacinthus","Kelso",7,19,"19°C/3",1,18.648,9.54038725394028,38.0061319632837,0,NA,37.9567066759273,18,"Sampled due to bleaching and algal growth","Y",18,-0.0472892947467016
348,"Acropora tenuis","Kelso",1,19,"19°C/3",2,19.6316,9.90171303347511,16.72888347445,0,NA,17.030658622379,28,"","N",28,0.644256018105907
326,"Stylophora pistillata","Kelso",9,19,"19°C/3",3,19.546,9.87026784566687,25.6012962606086,0,NA,25.9028191032482,18,"Sampled due to bleaching and algal growth","Y",18,0.428277806461955
157,"Pocillopora verrucosa","Kelso",4,19,"19°C/3",5,20.742,10.3096188342025,13.4957507943558,0,NA,13.6545172135448,28,"","N",28,0.42014922646043
261,"Acropora hyacinthus","Kelso",15,19,"19°C/3",7,18.1307,9.35035693088887,45.4200749392849,0,NA,46.2603048243423,28,"","N",28,0.660681652787616
306,"Acropora tenuis","Kelso",11,19,"19°C/3",8,18.6117,9.52705243714777,14.607505775985,0,NA,14.6913322059653,28,"","N",28,0.204949504496932
81,"Pocillopora verrucosa","Kelso",5,19,"19°C/3",9,17.904,9.26707861224252,18.5961858697692,0,NA,18.6755690793637,28,"","N",28,0.15245678055867
150,"Pocillopora verrucosa","Kelso",8,19,"19°C/3",10,20.0849,10.0682329357353,22.500007103744,0,NA,22.7699100163654,28,"","N",28,0.428417186360502
566,"Acropora tenuis","Kelso",8,19,"19°C/3",11,20.1087,10.076975873467,10.5504349261401,0,NA,10.6174960701243,28,"","N",28,0.227008732184607
234,"Stylophora pistillata","Kelso",5,19,"19°C/3",13,19.9566,10.0211018890554,25.6264212178176,0,NA,26.4213450756856,28,"","N",28,1.10784637229257
45,"Acropora hyacinthus","Kelso",11,19,"19°C/3",15,19.3834,9.81053668284422,33.705393406632,0,NA,34.1007957054826,28,"Sampled due to algal growth and breakage","Y",28,0.418968872514526
120,"Stylophora pistillata","Kelso",2,19,"19°C/3",16,18.6237,9.53146064104612,24.063001288503,0,NA,25.1046256539852,28,"","N",28,1.54597798295296
323,"Stylophora pistillata","Kelso",9,21,"21°C/1",2,19.5616,9.93165927921072,23.2401217727219,0,NA,24.5832689808437,28,"","N",28,2.06408312384629
186,"Stylophora pistillata","Kelso",3,21,"21°C/1",4,21.0579,10.7648131368764,33.0446746501866,0,NA,35.4842685588161,28,"","N",28,2.63668366543083
158,"Pocillopora verrucosa","Kelso",4,21,"21°C/1",5,18.8525,9.53682575620684,15.0560961723272,0,NA,15.5165187879754,28,"","N",28,1.0921599235532
174,"Acropora hyacinthus","Kelso",2,21,"21°C/1",6,20.2002,10.2872377417552,40.8389398970721,0,NA,43.6561812763824,28,"","N",28,2.46372123763212
341,"Acropora tenuis","Kelso",1,21,"21°C/1",8,19.687,10.0014831739853,15.6059946787228,0,NA,16.5448506945019,28,"","N",28,2.14857000033623
122,"Acropora hyacinthus","Kelso",7,21,"21°C/1",9,19.6282,9.96874278313408,43.2533402672683,0,NA,44.9338000373832,28,"","N",28,1.3875557353582
69,"Acropora tenuis","Kelso",13,21,"21°C/1",10,19.9717,10.1600068011172,9.25442646755497,0,NA,9.43884461351158,28,"","N",28,0.711698599441483
1,"Pocillopora verrucosa","Kelso",11,21,"21°C/1",11,19.9558,10.1511535321625,16.6845192350589,0,NA,17.7800075274633,28,"","N",28,2.34496309545269
623,"Stylophora pistillata","Kelso",1,21,"21°C/1",12,19.1205,9.68605066688945,22.6798611161406,0,NA,24.8179321821304,28,"","N",28,3.36684958241943
16,"Acropora tenuis","Kelso",5,21,"21°C/1",16,20.0956,10.2289954818395,8.51844938942094,0,NA,8.95434682531838,28,"","N",28,1.82753513651195
226,"Pocillopora verrucosa","Kelso",9,21,"21°C/1",17,18.9725,9.60364288039308,18.7762837193074,0,NA,19.331966186469,28,"","N",28,1.05696114818622
24,"Acropora hyacinthus","Kelso",14,21,"21°C/1",18,19.2949,9.78315822070679,30.7763444263917,0,NA,33.741861667771,28,"","N",28,3.44132261395015
36,"Stylophora pistillata","Kelso",8,21,"21°C/2",2,19.964,10.1557193689819,28.4097032525368,0,NA,30.5477743185267,28,"","N",28,2.68780283445553
163,"Stylophora pistillata","Kelso",7,21,"21°C/2",3,19.7288,10.0247578055769,32.1950801268451,0,NA,34.3605623603476,28,"","N",28,2.40218849873376
335,"Acropora tenuis","Kelso",4,21,"21°C/2",4,18.7877,9.50074450914627,8.29756837717095,0,NA,8.88435338703289,28,"","N",28,2.52563239523605
195,"Acropora hyacinthus","Kelso",10,21,"21°C/2",6,19.5606,9.9311024698425,45.0704130800888,0,NA,47.1957004364106,28,"","N",28,1.68410082538537
103,"Acropora tenuis","Kelso",6,21,"21°C/2",11,20.0285,10.191633573232,9.35229085355576,0,NA,9.68759657347687,28,"","N",28,1.28045678544564
275,"Acropora hyacinthus","Kelso",1,21,"21°C/2",12,19.3845,9.83304834009919,33.2975771696247,0,NA,36.2136691236477,28,"","N",28,3.12773931522299
300,"Stylophora pistillata","Kelso",13,21,"21°C/2",13,19.9371,10.1407411969768,20.0629429118401,0,NA,20.7208109321447,28,"","N",28,1.17107876659425
262,"Acropora hyacinthus","Kelso",15,21,"21°C/2",14,19.0538,9.64891148202926,39.7927363531887,0,NA,42.3134260083611,28,"","N",28,2.26233827557975
289,"Pocillopora verrucosa","Kelso",10,21,"21°C/2",15,18.5038,9.34266632950898,21.5244932061479,0,NA,21.9372858960394,28,"","N",28,0.684921866747713
216,"Pocillopora verrucosa","Kelso",12,21,"21°C/2",16,19.2408,9.75303483388616,26.6361868428307,0,NA,27.0648561746411,28,"","N",28,0.574767667893469
147,"Pocillopora verrucosa","Kelso",8,21,"21°C/2",17,19.1488,9.70180837201004,20.7161466166831,0,NA,21.0971860227368,28,"","N",28,0.656905478996932
203,"Acropora tenuis","Kelso",7,21,"21°C/2",18,19.9513,10.1486478900055,7.76459426724908,0,NA,8.18372641715046,28,"Sampled because tissue on the tips was dead","Y",28,1.92785415932932
232,"Stylophora pistillata","Kelso",5,21,"21°C/3",1,19.1295,9.69106195120342,33.6854139408637,0,NA,35.9057185093916,28,"","N",28,2.35403346600842
117,"Stylophora pistillata","Kelso",2,21,"21°C/3",3,19.5425,9.92102422027774,23.8449082286803,0,NA,25.2702889393402,28,"","N",28,2.13489829627064
368,"Stylophora pistillata","Kelso",4,21,"21°C/3",4,19.7421,10.0321633701742,21.0184354320098,0,NA,23.129095330487,28,"","N",28,3.5864092217396
561,"Acropora tenuis","Kelso",8,21,"21°C/3",5,20.6658,10.5464881835978,10.7859665560983,0,NA,11.2553945639879,28,"","N",28,1.55436102169038
313,"Acropora hyacinthus","Kelso",6,21,"21°C/3",7,19.1696,9.71339000686899,45.4545091614521,0,NA,49.2108310005326,28,"","N",28,2.95139808724414
97,"Pocillopora verrucosa","Kelso",13,21,"21°C/3",8,19.3013,9.78672180066339,31.7426118755887,0,NA,32.3141709846692,28,"","N",28,0.643073273374921
85,"Pocillopora verrucosa","Kelso",5,21,"21°C/3",9,19.1471,9.70086179608407,29.9102251324308,0,NA,30.529414167268,28,"","N",28,0.739342281892505
60,"Pocillopora verrucosa","Kelso",6,21,"21°C/3",11,20.1231,10.2443077394655,21.4425039887412,0,NA,21.8711733205516,28,"","N",28,0.713984663417432
303,"Acropora tenuis","Kelso",11,21,"21°C/3",13,18.899,9.56271739182901,17.3475152207995,0,NA,18.3199018085707,28,"","N",28,2.00190586250424
359,"Acropora hyacinthus","Kelso",5,21,"21°C/3",15,19.1128,9.68176323475417,52.9751932075368,0,NA,56.8797909086863,28,"","N",28,2.63236261077674
42,"Acropora hyacinthus","Kelso",11,21,"21°C/3",16,19.5575,9.92937636080102,41.4708984466156,0,NA,45.1777949983397,28,"","N",28,3.19233890560624
592,"Acropora tenuis","Kelso",2,21,"21°C/3",18,17.8368,8.9712744809071,8.07873114640821,0,NA,8.8666995882228,28,"","N",28,3.48343441003341
23,"Acropora hyacinthus","Kelso",14,23,"23°C/1",1,18.6063,9.36183865802159,38.2478172944738,0,NA,43.6146111876036,29,"","N",29,4.83849462464681
92,"Pocillopora verrucosa","Kelso",13,23,"23°C/1",2,18.8728,9.51863945022849,28.532067539021,0,NA,29.9125469910758,29,"","N",29,1.66839433072717
188,"Stylophora pistillata","Kelso",3,23,"23°C/1",3,19.822,10.0771209210082,36.0200407229168,0,NA,39.3585542364303,29,"","N",29,3.19603069091353
312,"Acropora hyacinthus","Kelso",6,23,"23°C/1",5,20.0135,10.1897939105302,51.0594116618932,0,NA,56.5246788374657,29,"","N",29,3.69094516914491
68,"Acropora tenuis","Kelso",13,23,"23°C/1",8,19.3403,9.79370275363084,10.9510893418143,0,NA,11.9228370422085,29,"","N",29,3.05983636394594
229,"Pocillopora verrucosa","Kelso",9,23,"23°C/1",9,18.8362,9.49710508251828,17.966693990068,0,NA,18.7759405654105,29,"","N",29,1.55315465035357
211,"Pocillopora verrucosa","Kelso",12,23,"23°C/1",11,17.9166,8.95603938453154,22.5699831683803,0,NA,23.17295120491,29,"","N",29,0.921223605021247
236,"Stylophora pistillata","Kelso",5,23,"23°C/1",12,18.6527,9.38913905861596,38.6415451436523,0,NA,40.8033694679766,29,"","N",29,1.92915852818212
328,"Stylophora pistillata","Kelso",9,23,"23°C/1",14,19.9777,10.168730239382,31.6646233314209,0,NA,34.0727314395291,29,"","N",29,2.62242849868416
266,"Acropora hyacinthus","Kelso",15,23,"23°C/1",15,19.45,9.85824701969124,31.7662646740393,0,NA,35.01588299465,29,"","N",29,3.52750961779166
206,"Acropora tenuis","Kelso",7,23,"23°C/1",16,21.0105,10.7763995008877,12.1026158165153,0,NA,13.2251519531776,28,"Sampled because tissue on the tips was dead","Y",28,3.31255465076068
307,"Acropora tenuis","Kelso",11,23,"23°C/1",18,19.3965,9.82676918710936,16.9942434775763,0,NA,17.9994997193634,29,"","N",29,2.03975001200999
272,"Acropora hyacinthus","Kelso",1,23,"23°C/2",1,19.1598,9.68750184183592,40.5832924581361,0,NA,44.8668802443957,29,"","N",29,3.6396732427881
293,"Stylophora pistillata","Kelso",13,23,"23°C/2",2,19.0525,9.62436966546144,21.305272199244,0,NA,21.9346640911359,29,"","N",29,1.01867596353439
342,"Acropora tenuis","Kelso",1,23,"23°C/2",3,19.6917,10.000456218477,8.10830265629673,0,NA,8.86224483763707,29,"","N",29,3.20634383731664
593,"Acropora tenuis","Kelso",2,23,"23°C/2",5,16.7514,8.27046984201943,16.2173468481278,0,NA,17.9095281884694,29,"","N",29,3.59806577782931
106,"Acropora tenuis","Kelso",6,23,"23°C/2",6,18.6648,9.39625834411579,9.42216900295975,0,NA,10.3771624326575,29,"","N",29,3.49503473247702
352,"Acropora hyacinthus","Kelso",5,23,"23°C/2",9,18.481,9.28811580900274,37.9707275052918,0,NA,43.9283610930781,29,"","N",29,5.41036884082656
53,"Pocillopora verrucosa","Kelso",6,23,"23°C/2",11,20.2426,10.3245896384649,27.2373520576869,0,NA,28.5226260302897,29,"","N",29,1.6271696332613
124,"Acropora hyacinthus","Kelso",7,23,"23°C/2",12,19.1924,9.70668272673628,48.6128980248481,0,NA,52.6995392462222,29,"","N",29,2.89879164854505
167,"Stylophora pistillata","Kelso",7,23,"23°C/2",14,20.2008,10.2999957431019,73.6935927300252,0,NA,79.7959575948901,29,"","N",29,2.85542293237629
89,"Pocillopora verrucosa","Kelso",5,23,"23°C/2",15,20.1089,10.2459244755454,22.0941381038721,0,NA,22.7923116198538,29,"","N",29,1.08965322447844
284,"Pocillopora verrucosa","Kelso",10,23,"23°C/2",16,18.643,9.38343186280206,29.2385042359648,0,NA,30.9998056058278,29,"","N",29,2.07721056813057
34,"Stylophora pistillata","Kelso",8,23,"23°C/2",17,19.3299,9.7875836983252,42.6137067714749,0,NA,46.3626932579614,29,"","N",29,3.03365761582318
50,"Acropora hyacinthus","Kelso",11,23,"23°C/3",1,20.6704,10.5762946249794,39.7522134876968,0,NA,44.6266409686128,28,"","N",28,4.37929565358369
116,"Stylophora pistillata","Kelso",2,23,"23°C/3",5,19.6953,10.0025743530059,47.8541039664366,0,NA,52.3419418042744,28,"","N",28,3.34934539558693
3,"Pocillopora verrucosa","Kelso",11,23,"23°C/3",6,20.4034,10.4191996474213,17.6777539841146,0,NA,19.2327768151649,28,"","N",28,3.14160553033326
146,"Pocillopora verrucosa","Kelso",8,23,"23°C/3",7,19.3489,9.79876274167204,21.423196106251,0,NA,22.2800454213195,28,"","N",28,1.42844051376241
570,"Acropora tenuis","Kelso",8,23,"23°C/3",10,18.8655,9.5143443441005,8.95625619089601,0,NA,9.45888431178957,28,"","N",28,2.00429777074425
15,"Acropora tenuis","Kelso",5,23,"23°C/3",11,19.2528,9.74222031716516,8.92630630172723,0,NA,9.83103691933564,28,"","N",28,3.619840803074
151,"Pocillopora verrucosa","Kelso",4,23,"23°C/3",12,19.4405,9.85265749801782,17.2438425545151,0,NA,18.3704407280311,28,"","N",28,2.33333428595977
171,"Acropora hyacinthus","Kelso",2,23,"23°C/3",13,19.9083,10.1278973126309,32.9004292622371,0,NA,38.0702765904814,28,"","N",28,5.61200594400993
193,"Acropora hyacinthus","Kelso",10,23,"23°C/3",15,19.7425,10.0303454501622,35.4486807988196,0,NA,40.4215815621784,28,"","N",28,5.01016101838403
340,"Acropora tenuis","Kelso",4,23,"23°C/3",16,19.28,9.7582240002722,8.24607674067403,0,NA,8.8157219443534,28,"","N",28,2.46716980690075
364,"Stylophora pistillata","Kelso",4,23,"23°C/3",17,18.6193,9.36948747715364,18.3084971064377,0,NA,20.278767376708,28,"","N",28,3.84339549869733
630,"Stylophora pistillata","Kelso",1,23,"23°C/3",18,17.9652,8.98463420067134,27.1879942481629,0,NA,29.5140077616764,28,"","N",28,3.0554630267558
233,"Stylophora pistillata","Kelso",5,25,"25°C/1",2,19.94444,10.194291249588,43.6625813778167,0,NA,45.0855543507897,28,"","N",28,1.16393629778114
115,"Stylophora pistillata","Kelso",2,25,"25°C/1",3,19.5919,9.99658397123986,37.6086722408639,0,NA,39.606307375999,28,"","N",28,1.89701225058386
110,"Acropora tenuis","Kelso",6,25,"25°C/1",4,19.7732,10.0982584750253,9.98846313317054,0,NA,11.3120505181903,28,"","N",28,4.73255769242787
204,"Acropora tenuis","Kelso",7,25,"25°C/1",5,18.8051,9.55534017875029,8.13362847844071,0,NA,9.18914753231719,28,"","N",28,4.63472227271486
330,"Stylophora pistillata","Kelso",9,25,"25°C/1",7,19.1409,9.74365952994246,21.2251208809007,0,NA,23.2774857457656,28,"","N",28,3.45339588806312
358,"Acropora hyacinthus","Kelso",5,25,"25°C/1",8,17.8283,9.00754285223298,44.3250752695399,0,NA,50.3319454985475,28,"","N",28,4.83994845587641
64,"Acropora tenuis","Kelso",13,25,"25°C/1",9,18.8231,9.56543472407923,7.96592736767277,0,NA,8.5858353834415,28,"","N",28,2.77928368787125
56,"Pocillopora verrucosa","Kelso",6,25,"25°C/1",12,19.1796,9.76536280239969,27.2519928135439,0,NA,28.569001945964,28,"","N",28,1.72596700598711
148,"Pocillopora verrucosa","Kelso",8,25,"25°C/1",13,19.1657,9.75756757017345,23.963905339565,0,NA,24.693814015364,28,"","N",28,1.08780962966772
